,弹幕内容
3890,新裤子！！！！！！！！！！
3891,好有能量啊
3892,逮虾户
3893,核能来了！！！！！！
3894,吒！！！！！！！！！！！！！！
3895,我检讨，那天去现场看CBA了
3896,进化！！！
3897,变色了
3898,巨龙苏醒了
3899,云飞兄
3900,哈哈哈哈哈哈哈哈哈哈哈
3901,我是绝世黄瓜
3902,淡黄的长裙
3903,哔哩哔哩！！！！！
3904,。                                。
3905,鬼畜就是沙雕
3906,4.10前来补课
3907,恕瑞玛你的皇帝回来了
3908,IG牛逼
3909,哇哇哇新裤子！
3910,牛皮！
3911,哦
3912,4.10来补课了
3913,这个钢琴叔叔
3914,wc
3915,暗影岛！
3916,卢本伟nb
3917,西南大学报到
3918,妈呀，为啥我哭了
3919,红
3920,skr
3921,啊啊啊啊啊啊啊啊啊啊啊啊
3922,啊啊啊啊啊啊啊啊啊啊啊啊
3923,和音好上头
3924,中国红
3925,云飞兄，别来无恙
3926,艾欧尼亚，昂扬不灭
3927,复习
3928,歌词太烫嘴了
3929,为了联盟
3930,合肥工业大学前来报到
3931,排面
3932,四刷啦
3933,为了艾欧尼亚！！！！！！！
3934,红红火火
3935,太瘦不能进合唱团
3936,我真心觉得陈红的貂蝉好美
3937,阿中哥冲啊
3938,张老师，吃饭没的
3939,啊啊啊啊啊啊啊啊
3940,变色
3941,B站牛逼
3942,你想挑战0.5倍速吗
3943,下辈子也要在种花家
3944,红色
3945,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
3946,耶~~
3947,把我炸出来了
3948,皮尔特沃夫万岁~~~~~~
3949,我们是冠军
3950,我骄傲，我那天看了
3951,这个梦姐感觉好a哦，喜欢
3952,排面
3953,排面
3954,君指先跃动の光は，私の一生不变の信仰に，唯私の超电磁炮永生き！
3955,君指先跃动の光は，私の一生不变の信仰に，唯私の超电磁炮永生き！
3956,君指先跃动の光は，私の一生不变の信仰に，唯私の超电磁炮永生き！.
3957,楚帮场
3958,楚云飞 字奉先
3959,天王盖地虎，提莫一米五
3960,云飞中！！！！
3961,我检讨，那天我看着看着就睡了
3962,陈超
3963,女主持是非正式会谈陈超
3964,艾欧尼亚！！昂扬不灭！！！！
3965,艾欧尼亚！！昂扬不灭！！！！！
3966,我们！！是冠军！！！！！！！
3967,为了部落！
3968,向光叔致敬
3969,南京艺术学院报道
3970,为了部落！！！！！！！！！！
3971,5刷
3972,太棒了
3973,再看一遍
3974,真想只有一个
3975,哈哈哈
3976,镇站之宝了解一下
3977,bilibili名字由来
3978,这首歌好难的
3979,握草，把我炸出来了
3980,中国军魂
3981,全体起立！！！！！！！！
3982,FPX       凤凰涅槃
3983,德玛西亚万岁！！！
3984,LPL牛逼
3985,我们是冠军！！！！！
3986,不说了，我买皮肤去了
3987,总有些人打着魔术的幌子施展魔法
3988,德玛西亚
3989,走。没有有一块撒尿的
3990,6666
3991,B站怎么了 品味被拉低了
3992,啊啊啊啊啊啊
3993,awsl
3994,我的青春回来了
3995,我的青春回来了
3996,泪目
3997,无敌
3998,无敌，B站
3999,爷哭了
4000,哭了
4001,燃了燃了
4002,我的天，柯南柯南
4003,啊啊啊啊啊啊啊
4004,这词填得真的炸！牛逼！
4005,前方最强王者萨克斯
4006,没有蛀牙！！！！
4007,这个开场差评
4008,手跟不上，差评
4009,都看上面?
4010,好听
4011,炮娘来了?
4012,云飞同志，我县城一炮你觉得如何?
4013,然起来了
4014,小搬运
4015,此生无悔入华夏，来世还在中华家
4016,福建龙岩报道
4017,补课
4018,4月11前来补课
4019,吸吸吸
4020,吸吸吸
4021,兽人永不为奴！！！
4022,我TM跨年在学校看不了....
4023,补课
4024,也很坚强的
4025,为了部落！
4026,自动变色
4027,天佑我中华！
4028,China
4029,4.10
4030,4.10目测我最我
4031,你指尖跃动的光，是我一生不变的信仰，唯我超电磁炮永世长存！
4032,啊啊啊啊啊啊啊啊啊啊啊
4033,啊啊啊啊啊啊啊啊啊啊啊啊
4034,啊啊啊啊啊啊啊啊啊啊啊啊！
4035,中国红
4036,自动变色！
4037,致敬！
4038,中国军魂！
4039,留名
4040,为了部落
4041,红了
4042,这是嘛呀，哈哈
4043,小兰是我的，拔刀吧
4044,这盛世如您所愿
4045,冯女士
4046,牌面
4047,补课 补课 补课 补课
4048,4.11来补课了
4049,为了部落
4050,来考古
4051,二营长，你TN的意大利……面呢，端出来给友军楚团长尝尝
4052,哇哇哇
4053,到这里绷不住了
4054,中国红
4055,中国加油
4056,致敬
4057,致敬致敬
4058,中国军魂
4059,中国军魂
4060,哈哈哈哈
4061,中国军魂
4062,不是读fu
4063,此生无悔入华夏
4064,4.11来补课了
4065,中国军魂!!
4066,红
4067,红红
4068,我红了
4069,吸吸吸吸吸吸
4070,祖国加油
4071,4.11又来了
4072,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊~~啊~
4073,4.11路过
4074,03的我看的一脸懵逼
4075,卡塞尔学院前来报道
4076,他还瞪我
4077,不好意思，我放了个屁
4078,411补课
4079,中国军魂！！！
4080,中国军魂
4081,小凤凰冲冲冲
4082,吸吸吸吸吸吸
4083,云飞兄
4084,加鲁鲁兽
4085,空气炮
4086,10和8变了
4087,补课
4088,啊啊啊啊啊
4089,新兰永恒!
4090,朱一旦
4091,中华人民共和国万岁！
4092,我好激动啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
4093,哈哈哈哈哈哈
4094,126个小伙伴  你们好啊
4095,捕捉大sao
4096,赖赖！！
4097,真相只有一个
4098,4.11补课
4099,giao
4100,中国红！
4101,冲冲冲
4102,中国红
4103,怎么就红了呢
4104,中国军魂
4105,90后表示看完晚会重温了n遍头D
4106,德玛西亚报道
4107,04.11第五刷
4108,干杯~~~
4109,这个pv好绝
4110,ohhhhhhhhhhhhhh
4111,绝了
4112,虽然没玩过但是真的泪目了，小破站太牛逼了
4113,带虾户
4114,为了奎尔萨拉斯
4115,ohhhhhhhhhhh
4116,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
4117,小破站牛逼！！！！！！！！！！！！！
4118,全体起立
4119,吸吸吸吸吸吸吸
4120,虽然没看过，但是莫名想哭
4121,4.11
4122,2.0才是最棒的好吗
4123,好听啊！！！！
4124,德玛西亚
4125,4.11
4126,我觉得陈乐一得罪了造型师
4127,是你吗贾克斯
4128,此生无悔入华夏
4129,啊啊啊啊啊啊啊啊啊
4130,这个动作好像张伟，律政先锋
4131,今天这里必须死一个
4132,真相只有一个！！！
4133,我检讨那天在喝酒
4134,我爱基德啊啊啊啊啊基德大人！！！
4135,小破站牌面！！！！！！！
4136,哔哩哔哩[]~(￣▽￣)~*干杯！
4137,自己的方式哈哈哈哈绝了
4138,我就看看这些日本猪知道不知道疼
4139,4.11
4140,此生无悔入华夏
4141,终于看懂一个魔术了哈哈哈
4142,大人，时代变了
4143,试了下，2.0果然很快乐
4144,1.5倍走起
4145,死神来了，快跑
4146,有点上头
4147,四月十一前来补课
4148,来补课
4149,排面！！！
4150,现在入职b站还来得及吗
4151,给红
4152,头皮发麻
4153,吸！
4154,华夏
4155,woc我权神
4156,啊啊啊吧啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
4157,啊啊啊啊啊
4158,感谢让我屏蔽补课大兄弟
4159,这时候大屏幕应该回放中国高光时刻
4160,完了 来要装备了
4161,魔兽
4162,裁决之地
4163,裁决之地
4164,为了艾尔，呃呃呃，对不起，跑错了
4165,裁决之地！
4166,4.9
4167,4.11
4168,为了钉钉
4169,为了钉钉冲鸭
4170,为了钉钉
4171,为了钉钉
4172,为了钉钉
4173,为了钉钉
4174,为了钉钉
4175,4.11 逃课  补课
4176,为了部落！！！！！！
4177,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
4178,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
4179,炮姐啊啊啊啊啊啊啊啊啊啊啊啊啊啊炮姐
4180,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
4181,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
4182,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
4183,舞台效果很棒
4184,哎呀大叔好可爱
4185,自动变色
4186,红色红色
4187,中国
4188,4.11
4189,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
4190,中国红
4191,大中国必有牌面。
4192,‘’
4193,！！！！！！！！！！
4194,！！！！
4195,新裤子就很顶 ！
4196,云飞兄
4197,吸吸吸吸吸吸
4198,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
4199,你时间跳动的电光，是我此生不变的信仰，为我超电磁炮永世长存
4200,爽
4201,秋名山车神求战！！！！
4202,中国军魂
4203,给你我的中国红！！！
4204,中国加油，武汉加油，世界加油
4205,此生无悔入华夏
4206,4.11复习
4207,三刷
4208,不知道毒奶粉以后会不会出现
4209,广州美术学院报道
4210,清华大学前来报道
4211,4.11
4212,哇哇哇
4213,哇塞
4214,此生无悔入华夏
4215,钉钉纪元前来报到！
4216,树梢和沐上！！！
4217,红了
4218,中国加油
4219,IGnb
4220,IGNB
4221,你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存! 你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存!你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存!
4222,你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存! 你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存!你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存!
4223,你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存! 你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存!你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存!
4224,你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存! 你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存!你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存!
4225,妖魔鬼怪快离开
4226,此生无悔入华夏
4227,啊啊啊啊啊啊啊啊啊啊啊啊
4228,柯南的牌面
4229,吸吸吸吸吸吸
4230,为了联盟！
4231,德玛西亚
4232,为了部落！
4233,为了B站！
4234,4/11补课
4235,0
4236,05倍速准备
4237,破案。。。。。。。我需要换双眼睛
4238,为了联盟，为了部落
4239,全体起立
4240,致敬魔兽世界
4241,！！
4242,熊猫，陈*风暴烈酒
4243,风暴，大地，烈焰，听我召唤
4244,大孝子
4245,少了精灵族
4246,排面
4247,哪吒。
4248,4.11补课来了
4249,hhhh
4250,4.11补课
4251,沈阳大学报道
4252,吕布是你！！！！！！
4253,牌面
4254,排面
4255,.
4256,全部都好厉害。
4257,哔哩哔哩干杯
4258,啊！
4259,牛逼，牛逼牛逼。
4260,我检讨
4261,安排上
4262,乐队的夏天里彭磊估摸着就约上彪子了
4263,敬礼，敬礼。
4264,超超！！！
4265,前方核能，前方核能。
4266,排面
4267,一米五咋了你有两米吗
4268,红
4269,逮虾户
4270,抖的我腿都要抽筋了
4271,红不能断
4272,又来
4273,牛啊
4274,自动变红
4275,红！
4276,中国红！！！！
4277,红了
4278,中国加油
4279,姐姐好美
4280,姐姐好A
4281,啊啊啊啊啊啊
4282,啊啊啊啊啊啊
4283,啊啊啊啊啊
4284,啊啊啊啊，笑了
4285,冲啊
4286,可以，好听
4287,我是莲菜
4288,壮哉我大华夏！
4289,裤子裤子裤子！！！
4290,柯南
4291,热爱生活，珍惜当下
4292,我的妈呀
4293,达拉崩吧时代前来考古
4294,站歌
4295,0.5报告，破案失败
4296,你咋就不敢跟旅长干一架
4297,猝不及防
4298,逮虾户
4299,下次一定
4300,毛利小五郎！
4301,补课
4302,雄壮！
4303,悲壮！
4304,艾欧尼亚昂扬不灭
4305,4.11还有更晚的吗
4306,云飞兄你来了
4307,啊啊啊啊啊啊啊啊啊啊啊啊
4308,好想去现场啊啊啊啊啊啊啊啊啊啊啊
4309,4月补课
4310,柯南必须有排面!!!
4311,我检讨，那天我在打麻将
4312,有一说一，路人觉得很好啊
4313,吸一口
4314,给彪子打call，太帅了
4315,此生无悔入华夏，来世还生种花家
4316,有点车祸
4317,此生无悔生华夏，来世还在种花家！！！！
4318,宵*9@@@@
4319,小破站无敌！！！！！
4320,自动变红
4321,雷瑟守备报道
4322,此生无悔入华夏，来世还在种花家
4323,希尔瓦娜斯
4324,熊猫人 这是动物园没有竹子了
4325,2倍真的呀
4326,中国红
4327,兽人加鲁鲁！！
4328,真的好好听哦
4329,全体起立
4330,武汉加油   
4331,自动变红
4332,致敬
4333,为了联盟
4334,目上
4335,劳力士，是你吗
4336,自动变红
4337,中国加油
4338,幺妹鑫鑫
4339,武汉加油！世界加油！
4340,华东交通大学前来报道
4341,此生无悔入华夏
4342,awsl
4343,排面
4344,承包这个眨眼
4345,狗儿，乐一
4346,在选秀上唱过青鸟，一边中文，一边日文
4347,g t r
4348,红了
4349,哭了
4350,炮姐牛逼！
4351,盗月社排面
4352,あなたの指先で跃动する电光は、私の一生変わらない信仰である
4353,あなたの指先で跃动する电光は、私の一生変わらない信仰である
4354,あなたの指先で跃动する电光は、私の一生変わらない信仰である
4355,あなたの指先で跃动する电光は、私の一生変わらない信仰である
4356,あなたの指先で跃动する电光は、私の一生変わらない信仰である
4357,あなたの指先で跃动する电光は、私の一生変わらない信仰である
4358,あなたの指先で跃动する电光は、私の一生変わらない信仰である
4359,あなたの指先で跃动する电光は、私の一生変わらない信仰である
4360,吸吸吸吸吸
4361,中国加油武汉加油
4362,旅行团鼓手
4363,广州美术学院报到
4364,炮姐，信仰
4365,4.12
4366,小破站NB
4367,4.12补课
4368,来补课
4369,给我们陈超排面
4370,全体起立
4371,。
4372,大爱
4373,233
4374,2020
4375,好可爱的手办
4376,清华大学来报道
4377,北京大学来报道
4378,补课
4379,B站跨年晚会事件
4380,好
4381,此生无悔入华夏
4382,此生无悔入华夏
4383,此生無悔入華夏！！！！！！！
4384,我是南瓜
4385,台灣人報道
4386,浙江大學的學長學姐們，我會來的！！
4387,lbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnblbwnb
4388,鬼畜區打錢哈哈哈哈哈
4389,星星 星星
4390,真相只有一个
4391,0.5廣場舞
4392,诺克萨斯必将崛起
4393,⭐️⭐️⭐️⭐️⭐️
4394,⭐️⭐️⭐️⭐️⭐️
4395,我检讨，我那天不知道b站有晚会
4396,4.12
4397,中國紅！！
4398,變色
4399,ohhhhhhhhhhhhhhhh
4400,哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~
4401,加油！！中國！！
4402,中國軍魂
4403,鬼畜區3殺哈哈哈
4404,鬼畜區哈哈哈哈
4405,15年了，，，回不去了
4406,吸吸吸吸吸吸
4407,提词板太高了
4408,我来晚了
4409,超超排面
